Estado;Bacia;Nome_ANP;Nome_Operador;Campo;Operador;Contrato;Periodo;Oleo_bpd;Condensado_bpd;Petroleo_bpd;Gas_Natural_Associado_(Mm³/dia);Gas_Natural_Não Associado_(Mm³/dia);Gas_Natural_Total_(Mm³/dia);Volume_Gas_Royalties_(Mm³/dia);Agua_bpd;Instalacao_Destino;Tipo_Instalacao;Tempo_de_Producao_h_por_mes;Periodo_Carga;Corrente;Grau_API;Fracao_Destilados_Leves_Corte;Fracao_Destilados_Leves_Volume;Fracao_Destilados_Medios_Corte;Fracao_Destilados_Medios_Volume;Fracao_Destilados_Pesados_Corte;Fracao_Destilados_Pesados_Volume;Percentual_em_Volumes_Metano;Percentual_em_Volumes_Etano;Percentual_em_Volumes_Propano;Percentual_em_Volumes_Iso-Butano;Percentual_em_Volumes_Butano;Percentual_em_Volumes_Iso-Pentano;Percentual_em_Volumes_n-Pentano;Percentual_em_Volumes_Hexanos;Percentual_em_Volumes_Heptanos;Percentual_em_Volumes_Octanos;Percentual_em_Volumes_Nonanos;Percentual_em_Volumes_Decanos;Percentual_em_Volumes_Undecanos;Percentual_em_Volumes_Oxigenio;Percentual_em_Volumes_Nitrogenio;Percentual_em_Volumes_Gas Carbonico;Densidade_GLP_Gas;Densidade_GLP_Liquido;PCS_GP_KJ_por_metro_cubico;Data_Atualizacao
Sergipe;Sergipe;9-CP-694-SE;9CP  0694  SE;CARMÓPOLIS;Carmo;480000038479714;2023/01;0,0116;0,0000;0,0116;0,0002;0,0000;0,0002;0,00500;2,2098;Estação Coletora de Nova Magalhães;INSTALACAO EMB/DESEMB;9;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-154-RN;7ARG 0154  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;1,7317;0,0000;1,7317;0,0011;0,0000;0,0011;0,03300;42,6264;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-531-RN;7ARG531RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;4,1182;0,0000;4,1182;0,0025;0,0000;0,0025;0,07900;68,8805;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Maranhão;Parnaíba;7-GVB-9D-MA;7GVB9DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/01;0,0000;0,0087;0,0087;0,0000;15,6248;15,6248;484,30000;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;60;2022/02;GAVIÃO BRANCO;46,89;< 210ºC;24.9%;210ºC a 500ºC;75.1%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1309-RN;7CAM1309RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;5,7795;0,0000;5,7795;0,0009;0,0000;0,0009;0,02700;688,7224;Estação Coletora Cajazeiras C;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-145-RN;7ARG 0145  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;11,9888;0,0000;11,9888;0,0074;0,0000;0,0074;0,23000;453,3525;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-525-RN;7ARG525RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;5,8337;0,0000;5,8337;0,0036;0,0000;0,0036;0,11200;178,7116;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;702;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Maranhão;Parnaíba;3-PGN-4-MA;3PGNSEBOMJESUS2MA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/01;0,0000;0,7996;0,7996;0,0000;54,2339;54,2339;1.681,01300;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;137;2022/02;GAVIÃO BRANCO;46,89;< 210ºC;24.9%;210ºC a 500ºC;75.1%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1315-RN;7CAM1315RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;12,7598;0,0000;12,7598;0,0020;0,0000;0,0020;0,06200;310,7726;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;712;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-129-RN;7ARG 0129  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;2,5809;0,0000;2,5809;0,0016;0,0000;0,0016;0,05000;9,7437;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-521-RN;7ARG521RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;4,2633;0,0000;4,2633;0,0026;0,0000;0,0026;0,08200;764,4946;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Maranhão;Parnaíba;7-GVB-6-MA;7GVB6MA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/01;0,0000;0,8256;0,8256;0,0000;187,8962;187,8962;5.823,95600;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;354;2022/02;GAVIÃO BRANCO;46,89;< 210ºC;24.9%;210ºC a 500ºC;75.1%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1317-RN;7CAM1317RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;23,3774;0,0000;23,3774;0,0037;0,0000;0,0037;0,11300;117,2151;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-65-RN;7ARG 0065  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;1,2488;0,0000;1,2488;0,0008;0,0000;0,0008;0,02400;26,0851;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-182-RN;7ARG 0182  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;14,5362;0,0000;14,5362;0,0090;0,0000;0,0090;0,27900;1.201,3708;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;737;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Maranhão;Parnaíba;7-GVB-5D-MA;7GVB5DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/01;0,0000;0,0026;0,0026;0,0000;11,7325;11,7325;363,65600;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;45;2022/02;GAVIÃO BRANCO;46,89;< 210ºC;24.9%;210ºC a 500ºC;75.1%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1318-RN;7CAM1318RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;4,5149;0,0000;4,5149;0,0035;0,0000;0,0035;0,10500;208,2929;Estação Coletora Canto do Amaro B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-64-RN;7ARG 0064  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;3,8003;0,0000;3,8003;0,0024;0,0000;0,0024;0,07300;665,1845;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1927-RN;7-ET-1927-RN;ESTREITO;Petrobras;480000037939797;2023/01;0,6403;0,0000;0,6403;0,0003;0,0000;0,0003;0,00800;4,2582;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;128;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Maranhão;Parnaíba;7-GVB-4D-MA;7GVB4DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/01;0,0000;0,0002;0,0002;0,0000;1,0440;1,0440;32,35900;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;5;2022/02;GAVIÃO BRANCO;46,89;< 210ºC;24.9%;210ºC a 500ºC;75.1%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1319-RN;7CAM1319RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;3,0284;0,0000;3,0284;0,0005;0,0000;0,0005;0,01400;230,7888;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-ARG-57-RN;7ARG 0057  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/01;3,6962;0,0000;3,6962;0,0023;0,0000;0,0023;0,07100;261,4658;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;13/03/2023
Rio Grande do Norte;Potiguar;9-ET-439-RN;9ET  0439  RN;ESTREITO;Petrobras;480000037939797;2023/01;3,9141;0,0000;3,9141;0,0016;0,0000;0,0016;0,05000;1.102,4292;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;703;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Maranhão;Parnaíba;7-GBSE-3D-MA;7GBSE3DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/01;0,0000;0,1497;0,1497;0,0000;21,9900;21,9900;681,59300;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;83;2022/02;GAVIÃO BRANCO;46,89;< 210ºC;24.9%;210ºC a 500ºC;75.1%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1320-RN;7CAM1320RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;0,5563;0,0000;0,5563;0,0001;0,0000;0,0001;0,00200;11,5361;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;739;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-GC-18-RN;7-ENR-18-RN;GALO DE CAMPINA;Níon Energia;486100092272002B;2023/01;8,2774;0,0000;8,2774;0,0168;0,0000;0,0168;0,47600;0,5584;Estação Coletora Galo de Campina;INSTALACAO EMB/DESEMB;696;2019/10;Galo de Campina;25,35;< 290ºC;23.58%;290ºC a 380ºC;12.6%;> 380ºC;63.82%;93,8664;0,43017;0,2327;0,155;0,1395;0,0604;0,0535;0,3048;0;0;0;0;0;0,03803;4,3777;0,3418;2,16798;548,09136;36021,1891;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-460-RN;7ET  0460  RN;ESTREITO;Petrobras;480000037939797;2023/01;4,4025;0,0000;4,4025;0,0018;0,0000;0,0018;0,05600;331,6619;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;714;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Maranhão;Parnaíba;7-GVB-1D-MA;7GVB1DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/01;0,0000;0,0000;0,0000;0,0000;0,2536;0,2536;7,86000;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;3;2022/02;GAVIÃO BRANCO;46,89;< 210ºC;24.9%;210ºC a 500ºC;75.1%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1323-RN;7CAM1323RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;5,4871;0,0000;5,4871;0,0009;0,0000;0,0009;0,02600;289,3507;Estação Coletora Canto do Amaro B;INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-GC-17-RN;7-EQL-17-RN;GALO DE CAMPINA;Níon Energia;486100092272002B;2023/01;5,6235;0,0000;5,6235;0,0023;0,0000;0,0023;0,06500;0,6937;Estação Coletora Galo de Campina;INSTALACAO EMB/DESEMB;698;2019/10;Galo de Campina;25,35;< 290ºC;23.58%;290ºC a 380ºC;12.6%;> 380ºC;63.82%;93,8664;0,43017;0,2327;0,155;0,1395;0,0604;0,0535;0,3048;0;0;0;0;0;0,03803;4,3777;0,3418;2,16798;548,09136;36021,1891;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-728D-RN;7ET  0728D RN;ESTREITO;Petrobras;480000037939797;2023/01;1,0956;0,0000;1,0956;0,0007;0,0000;0,0007;0,02200;98,6664;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;690;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Maranhão;Parnaíba;7-GBSE-1D-MA;7GBSE1DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/01;0,0000;0,1359;0,1359;0,0000;27,6146;27,6146;855,93200;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;139;2022/02;GAVIÃO BRANCO;46,89;< 210ºC;24.9%;210ºC a 500ºC;75.1%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1325-RN;7CAM1325RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;13,4204;0,0000;13,4204;0,0021;0,0000;0,0021;0,06500;3.179,9802;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;739;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-GC-13-RN;GALO DE CAMPINA 13;GALO DE CAMPINA;Níon Energia;486100092272002B;2023/01;13,4730;0,0000;13,4730;0,0367;0,0000;0,0367;1,04200;13,8804;Estação Coletora Galo de Campina;INSTALACAO EMB/DESEMB;722;2019/10;Galo de Campina;25,35;< 290ºC;23.58%;290ºC a 380ºC;12.6%;> 380ºC;63.82%;93,8664;0,43017;0,2327;0,155;0,1395;0,0604;0,0535;0,3048;0;0;0;0;0;0,03803;4,3777;0,3418;2,16798;548,09136;36021,1891;13/03/2023
Rio Grande do Norte;Potiguar;7-RP-119-RN;7RP  0119  RN;ESTREITO;Petrobras;480000037939797;2023/01;1,0642;0,0000;1,0642;0,0005;0,0000;0,0005;0,01400;520,4357;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;434;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Bahia;Recôncavo;7-I-56DB-BA;7I   0056DBBA;ITAPARICA;NTF;48610007069201769;2023/01;21,3279;0,0000;21,3279;0,0225;0,0000;0,0225;0,69700;51,1585;Ponto de Coleta área do I-56;INSTALACAO EMB/DESEMB;672;;;;< ºC;%;;%;> ºC;%;91,0573;1,5691;1,6203;0,6256;0,6769;0,2769;0,1846;0,0615;0;0;0;0;0;0;3,6509;0,2769;2,09714;539,70391;36652,563;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1329-RN;7CAM1329RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;3,4034;0,0000;3,4034;0,0005;0,0000;0,0005;0,01600;34,6796;;;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-GC-12-RN;GALO DE CAMPINA 12;GALO DE CAMPINA;Níon Energia;486100092272002B;2023/01;8,7723;0,0000;8,7723;0,0053;0,0000;0,0053;0,14900;5,7243;Estação Coletora Galo de Campina;INSTALACAO EMB/DESEMB;722;2019/10;Galo de Campina;25,35;< 290ºC;23.58%;290ºC a 380ºC;12.6%;> 380ºC;63.82%;93,8664;0,43017;0,2327;0,155;0,1395;0,0604;0,0535;0,3048;0;0;0;0;0;0,03803;4,3777;0,3418;2,16798;548,09136;36021,1891;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1441D-RN;7CAM1441DRN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;11,0855;0,0000;11,0855;0,0018;0,0000;0,0018;0,05400;106,9140;Estação Coletora Canto do Amaro B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Bahia;Recôncavo;7-I-22-BA;7I   0022  BA;ITAPARICA;NTF;48610007069201769;2023/01;0,0000;0,0000;0,0000;0,0000;22,8758;22,8758;709,14900;0,0000;Ponto de Coleta área do I-56;INSTALACAO EMB/DESEMB;723;;;;< ºC;%;;%;> ºC;%;91,0573;1,5691;1,6203;0,6256;0,6769;0,2769;0,1846;0,0615;0;0;0;0;0;0;3,6509;0,2769;2,09714;539,70391;36652,563;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1310D-RN;7CAM1310DRN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;3,6757;0,0000;3,6757;0,0006;0,0000;0,0006;0,01700;156,9742;;;735;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-GC-11-RN;GALO DE CAMPINA 11;GALO DE CAMPINA;Níon Energia;486100092272002B;2023/01;3,6761;0,0000;3,6761;0,0080;0,0000;0,0080;0,22800;8,6732;Estação Coletora Galo de Campina;INSTALACAO EMB/DESEMB;551;2019/10;Galo de Campina;25,35;< 290ºC;23.58%;290ºC a 380ºC;12.6%;> 380ºC;63.82%;93,8664;0,43017;0,2327;0,155;0,1395;0,0604;0,0535;0,3048;0;0;0;0;0;0,03803;4,3777;0,3418;2,16798;548,09136;36021,1891;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1442D-RN;7CAM1442DRN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;19,0226;0,0000;19,0226;0,0030;0,0000;0,0030;0,09200;8,7250;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-PML-14-RN;7PML 0014  RN;PONTA DO MEL;3R Areia;480000038169791;2023/01;4,0291;0,0000;4,0291;0,0006;0,0000;0,0006;0,01800;17,9290;;;738;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;13/03/2023
Rio Grande do Norte;Potiguar;7-UPN-17-RN;7UPN 0017  RN;UPANEMA;Potiguar E&P S.A.;480000038339718;2023/01;0,0000;15,4701;15,4701;0,0000;3,2335;3,2335;99,93800;0,1528;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;544;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;13/03/2023
Rio Grande do Norte;Potiguar;7-GC-10-RN;GALO DE CAMPINA 10;GALO DE CAMPINA;Níon Energia;486100092272002B;2023/01;11,2636;0,0000;11,2636;0,0242;0,0000;0,0242;0,68600;0,4255;Estação Coletora Galo de Campina;INSTALACAO EMB/DESEMB;708;2019/10;Galo de Campina;25,35;< 290ºC;23.58%;290ºC a 380ºC;12.6%;> 380ºC;63.82%;93,8664;0,43017;0,2327;0,155;0,1395;0,0604;0,0535;0,3048;0;0;0;0;0;0,03803;4,3777;0,3418;2,16798;548,09136;36021,1891;13/03/2023
Rio Grande do Norte;Potiguar;7-CAM-1444-RN;7CAM1444RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;2,0438;0,0000;2,0438;0,0003;0,0000;0,0003;0,00900;9,7307;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;3-PML-11-RN;3PML 0011  RN;PONTA DO MEL;3R Areia;480000038169791;2023/01;0,2895;0,0000;0,2895;0,6473;0,0000;0,6473;19,58800;0,0365;;;144;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;13/03/2023
