UF;Bacia;Exploração;Nome_ANP;Campo;Operador;Período;Petróleo_(bbl/dia);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-GC-4-RN;GALO DE CAMPINA;Níon Energia;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1223-SE;CARMÓPOLIS;Carmo;2023/01;0,3472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-RUC-18D-AM;RIO URUCU;Petrobras;2023/01;107,0771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;3-STAR-14-RN;SABIÁ DA MATA;Potiguar E&P S.A.;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-GC-6-RN;GALO DE CAMPINA;Níon Energia;2023/01;3,667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1345D-SE;CARMÓPOLIS;Carmo;2023/01;1,1427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;3-BRSA-1164DP-AM;RIO URUCU;Petrobras;2023/01;57,5307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SDM-8-RN;SABIÁ DA MATA;Potiguar E&P S.A.;2023/01;43,3522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-GC-2-RN;GALO DE CAMPINA;Níon Energia;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1665D-SE;CARMÓPOLIS;Carmo;2023/01;1,456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-RUC-56HP-AM;RIO URUCU;Petrobras;2023/01;134,6391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-1463D-RN;CANTO DO AMARO;Petrobras;2023/01;7,9672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-1493D-RN;CANTO DO AMARO;Petrobras;2023/01;13,3825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1927D-SE;CARMÓPOLIS;Carmo;2023/01;4,9245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-RUC-58HP-AM;RIO URUCU;Petrobras;2023/01;193,9808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;9-CP-553-SE;CARMÓPOLIS;Carmo;2023/01;0,687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-38-RN;ALTO DO RODRIGUES;Petrobras;2023/01;4,847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-534-SE;CARMÓPOLIS;Carmo;2023/01;6,1896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-RUC-62HP-AM;RIO URUCU;Petrobras;2023/01;43,2717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1325-SE;CARMÓPOLIS;Carmo;2023/01;0,2619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-12-RN;ALTO DO RODRIGUES;Petrobras;2023/01;3,9628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1649-SE;CARMÓPOLIS;Carmo;2023/01;1,1374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-RUC-65DP-AM;RIO URUCU;Petrobras;2023/01;81,2684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1597-SE;CARMÓPOLIS;Carmo;2023/01;1,0498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-499-RN;ALTO DO RODRIGUES;Petrobras;2023/01;8,025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-523-SE;CARMÓPOLIS;Carmo;2023/01;1,2097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-LUC-22DP-AM;LESTE DO URUCU;Petrobras;2023/01;183,548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1720D-SE;CARMÓPOLIS;Carmo;2023/01;2,3684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-519-RN;ALTO DO RODRIGUES;Petrobras;2023/01;24,5114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;3-BRSA-1249-SE;CARMÓPOLIS;Carmo;2023/01;7,369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;1-CUP-1-AM;CUPIÚBA;Petrobras;2023/01;45,7425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1754-SE;CARMÓPOLIS;Carmo;2023/01;1,7877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-377-RN;ALTO DO RODRIGUES;Petrobras;2023/01;6,3752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1376D-RN;ESTREITO;Petrobras;2023/01;5,1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;1-CUP-1-AM;CARAPANAÚBA;Petrobras;2023/01;14,0125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1948-SE;CARMÓPOLIS;Carmo;2023/01;12,1641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-231-RN;ALTO DO RODRIGUES;Petrobras;2023/01;6,7441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1492-RN;ESTREITO;Petrobras;2023/01;6,2764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Espírito Santo;terra;3-BRSA-840D-ES;SÃO MATEUS LESTE;Seacrest SPE Cricaré;2023/01;0,4328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1612-SE;CARMÓPOLIS;Carmo;2023/01;2,2536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-692-RN;ALTO DO RODRIGUES;Petrobras;2023/01;7,5435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1460-RN;ESTREITO;Petrobras;2023/01;2,5735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CB-6-BA;BREJINHO BA;PetroRecôncavo;2023/01;2,5614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1827D-SE;CARMÓPOLIS;Carmo;2023/01;2,1807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-20-RN;ALTO DO RODRIGUES;Petrobras;2023/01;11,5272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1172-RN;ESTREITO;Petrobras;2023/01;10,6566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-208-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;3,4202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1829DA-SE;CARMÓPOLIS;Carmo;2023/01;0,9372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-504-RN;ALTO DO RODRIGUES;Petrobras;2023/01;8,1674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-718-RN;ESTREITO;Petrobras;2023/01;0,5965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-209-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;3,0284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-690-SE;CARMÓPOLIS;Carmo;2023/01;9,0689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-491D-RN;ALTO DO RODRIGUES;Petrobras;2023/01;8,6897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1444D-RN;ESTREITO;Petrobras;2023/01;0,0266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-210-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;3,7623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;8-CP-1295-SE;CARMÓPOLIS;Carmo;2023/01;2,912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-496-RN;ALTO DO RODRIGUES;Petrobras;2023/01;8,8362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-RP-102-RN;ESTREITO;Petrobras;2023/01;1,0875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-212-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;6,6349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;9-CP-1376-SE;CARMÓPOLIS;Carmo;2023/01;2,5003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-486-RN;ALTO DO RODRIGUES;Petrobras;2023/01;7,0738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1466-RN;ESTREITO;Petrobras;2023/01;1,0565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-213-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;1,0112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;9-CP-463-SE;CARMÓPOLIS;Carmo;2023/01;2,8994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-431-RN;ALTO DO RODRIGUES;Petrobras;2023/01;1,8027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1522-RN;ESTREITO;Petrobras;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-215-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;0,9035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;9-CP-785-SE;CARMÓPOLIS;Carmo;2023/01;0,1234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-396-RN;ALTO DO RODRIGUES;Petrobras;2023/01;3,5775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1503D-RN;ESTREITO;Petrobras;2023/01;5,8621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-216-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;2,0099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1878D-SE;CARMÓPOLIS;Carmo;2023/01;20,6501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-191-BA;CASSARONGONGO;PetroRecôncavo;2023/01;14,7524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1378D-RN;ESTREITO;Petrobras;2023/01;2,3942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-225-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;0,7897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;9-CP-831-SE;CARMÓPOLIS;Carmo;2023/01;1,4357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-189-BA;CASSARONGONGO;PetroRecôncavo;2023/01;4,3004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1361D-RN;ESTREITO;Petrobras;2023/01;9,581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-227-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-81-SE;CARMÓPOLIS;Carmo;2023/01;1,0021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-187-BA;CASSARONGONGO;PetroRecôncavo;2023/01;3,8646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1486D-RN;ESTREITO;Petrobras;2023/01;1,5887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-251-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;1,8709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1513D-SE;CARMÓPOLIS;Carmo;2023/01;1,8425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-172-BA;CASSARONGONGO;PetroRecôncavo;2023/01;13,2705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1481D-RN;ESTREITO;Petrobras;2023/01;0,5022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-252-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;6,4055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;9-CP-597-SE;CARMÓPOLIS;Carmo;2023/01;3,6345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-151-BA;CASSARONGONGO;PetroRecôncavo;2023/01;5,1785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1796-RN;ESTREITO;Petrobras;2023/01;0,6919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-253-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-536-SE;CARMÓPOLIS;Carmo;2023/01;1,8169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-158-BA;CASSARONGONGO;PetroRecôncavo;2023/01;9,9342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1517-RN;ESTREITO;Petrobras;2023/01;0,8777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-256-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;7,046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-746-SE;CARMÓPOLIS;Carmo;2023/01;1,3876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-165-BA;CASSARONGONGO;PetroRecôncavo;2023/01;22,0458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-755-RN;ALTO DO RODRIGUES;Petrobras;2023/01;2,0762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-169-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;2,3104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1766D-SE;CARMÓPOLIS;Carmo;2023/01;2,4459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-161-BA;CASSARONGONGO;PetroRecôncavo;2023/01;3,6503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-260-RN;ALTO DO RODRIGUES;Petrobras;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-167-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;2,6922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1684D-SE;CARMÓPOLIS;Carmo;2023/01;3,5314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-159-BA;CASSARONGONGO;PetroRecôncavo;2023/01;3,9741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-753-RN;ALTO DO RODRIGUES;Petrobras;2023/01;3,373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-165-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;7,9422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1648-SE;CARMÓPOLIS;Carmo;2023/01;2,4455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-157-BA;CASSARONGONGO;PetroRecôncavo;2023/01;5,2187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-736-RN;ALTO DO RODRIGUES;Petrobras;2023/01;1,2123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-158-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;1,8892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1844D-SE;CARMÓPOLIS;Carmo;2023/01;0,2914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CS-156-BA;CASSARONGONGO;PetroRecôncavo;2023/01;14,4976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-257-RN;ALTO DO RODRIGUES;Petrobras;2023/01;2,7886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-739-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;0,311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-443-SE;CARMÓPOLIS;Carmo;2023/01;3,5091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;1-POTI-7-RN;ROLINHA;Níon Energia;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-742-RN;ALTO DO RODRIGUES;Petrobras;2023/01;1,1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-RUC-39HP-AM;RIO URUCU;Petrobras;2023/01;321,9413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1448-SE;CARMÓPOLIS;Carmo;2023/01;13,2076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ROL-1-RN;ROLINHA;Níon Energia;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-731-RN;ALTO DO RODRIGUES;Petrobras;2023/01;0,2382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-LUC-42HP-AM;LESTE DO URUCU;Petrobras;2023/01;304,3237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-56-SE;CARMÓPOLIS;Carmo;2023/01;2,212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-636-RN;ALTO DO RODRIGUES;Petrobras;2023/01;5,8556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-835D-RN;ALTO DO RODRIGUES;Petrobras;2023/01;4,2117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonas;Solimões;terra;7-LUC-50HP-AM;LESTE DO URUCU;Petrobras;2023/01;170,4401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1092-SE;CARMÓPOLIS;Carmo;2023/01;3,1252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-772-RN;ALTO DO RODRIGUES;Petrobras;2023/01;0,1595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-24-RN;ALTO DO RODRIGUES;Petrobras;2023/01;4,8531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-37-RN;FAZENDA POCINHO;Petrobras;2023/01;0,5628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;9-CP-1447D-SE;CARMÓPOLIS;Carmo;2023/01;3,0189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-259-RN;ALTO DO RODRIGUES;Petrobras;2023/01;2,3126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-846D-RN;ALTO DO RODRIGUES;Petrobras;2023/01;5,086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-35-RN;FAZENDA POCINHO;Petrobras;2023/01;2,2033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;1-ALV-7D-BA;CABURÉ;Alvopetro;2023/01;14,538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-756-RN;ALTO DO RODRIGUES;Petrobras;2023/01;4,9117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-490D-RN;ALTO DO RODRIGUES;Petrobras;2023/01;6,247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-33-RN;FAZENDA POCINHO;Petrobras;2023/01;4,2669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-CBE-1D-BA;CABURÉ;Alvopetro;2023/01;13,3886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-710-RN;ALTO DO RODRIGUES;Petrobras;2023/01;6,7942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-640-RN;ALTO DO RODRIGUES;Petrobras;2023/01;3,2707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-31-RN;FAZENDA POCINHO;Petrobras;2023/01;1,6749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alagoas;Alagoas;terra;3-CS-3-AL;COQUEIRO SECO;Petrosynergy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-712-RN;ALTO DO RODRIGUES;Petrobras;2023/01;3,0905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-599-RN;ALTO DO RODRIGUES;Petrobras;2023/01;0,7114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-44-RN;FAZENDA POCINHO;Petrobras;2023/01;5,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alagoas;Alagoas;terra;7-CS-14D-AL;COQUEIRO SECO;Petrosynergy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-726-RN;ALTO DO RODRIGUES;Petrobras;2023/01;0,7394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
